Name,Full name,Monomer SMILES,Repeat unit SMILES,Rescode,Parameterized
hP3HO,3-Hydroxyoctanoate,O[C@H](CCCCC)CC(=O)O,[C@H](CCCCC)CC(=O)O,,y
mP3HO,3-Hydroxyoctanoate,O[C@H](CCCCC)CC(=O)O,[C@H](CCCCC)CC(=O)O,,y
tP3HO,3-Hydroxyoctanoate,O[C@H](CCCCC)CC(=O)O,[C@H](CCCCC)CC(=O)O,,y
hP3HN,3-Hydroxynonanoate,O[C@H](CCCCCC)CC(=O)O,[C@H](CCCCCC)CC(=O)O,,
mP3HN,3-Hydroxynonanoate,O[C@H](CCCCCC)CC(=O)O,[C@H](CCCCCC)CC(=O)O,,
tP3HN,3-Hydroxynonanoate,O[C@H](CCCCCC)CC(=O)O,[C@H](CCCCCC)CC(=O)O,,
hP3HD,3-Hydroxydecanoate,O[C@H](CCCCCCC)CC(=O)O,[C@H](CCCCCCC)CC(=O)O,,y
mP3HD,3-Hydroxydecanoate,O[C@H](CCCCCCC)CC(=O)O,[C@H](CCCCCCC)CC(=O)O,,y
tP3HD,3-Hydroxydecanoate,O[C@H](CCCCCCC)CC(=O)O,[C@H](CCCCCCC)CC(=O)O,,y
hP3HUD,3-Hydroxyundecanoate,O[C@H](CCCCCCCC)CC(=O)O,[C@H](CCCCCCCC)CC(=O)O,,
mP3HUD,3-Hydroxyundecanoate,O[C@H](CCCCCCCC)CC(=O)O,[C@H](CCCCCCCC)CC(=O)O,,
tP3HUD,3-Hydroxyundecanoate,O[C@H](CCCCCCCC)CC(=O)O,[C@H](CCCCCCCC)CC(=O)O,,
hP3HDD,3-Hydroxydodecanoate,O[C@H](CCCCCCCCC)CC(=O)O,[C@H](CCCCCCCCC)CC(=O)O,,y
mP3HDD,3-Hydroxydodecanoate,O[C@H](CCCCCCCCC)CC(=O)O,[C@H](CCCCCCCCC)CC(=O)O,,y
tP3HDD,3-Hydroxydodecanoate,O[C@H](CCCCCCCCC)CC(=O)O,[C@H](CCCCCCCCC)CC(=O)O,,y
hP3HU,,,,,
mP3HU,,,,,
tP3HU,,,,,
hP3HTD,3-Hydroxytetradecanoate,O[C@H](CCCCCCCCCCC)CC(=O)O,[C@H](CCCCCCCCCCC)CC(=O)O,,
mP3HTD,3-Hydroxytetradecanoate,O[C@H](CCCCCCCCCCC)CC(=O)O,[C@H](CCCCCCCCCCC)CC(=O)O,,
tP3HTD,3-Hydroxytetradecanoate,O[C@H](CCCCCCCCCCC)CC(=O)O,[C@H](CCCCCCCCCCC)CC(=O)O,,
hP3HHD,3-Hydroxyhexadecanoate,O[C@H](CCCCCCCCCCCCC)CC(=O)O,[C@H](CCCCCCCCCCCCC)CC(=O)O,,
mP3HHD,3-Hydroxyhexadecanoate,O[C@H](CCCCCCCCCCCCC)CC(=O)O,[C@H](CCCCCCCCCCCCC)CC(=O)O,,
tP3HHD,3-Hydroxyhexadecanoate,O[C@H](CCCCCCCCCCCCC)CC(=O)O,[C@H](CCCCCCCCCCCCC)CC(=O)O,,
hP3HOD,3-Hydroxyoctadecanoate,O[C@H](CCCCCCCCCCCCCCC)CC(=O)O,[C@H](CCCCCCCCCCCCCCC)CC(=O)O,,
mP3HOD,3-Hydroxyoctadecanoate,O[C@H](CCCCCCCCCCCCCCC)CC(=O)O,[C@H](CCCCCCCCCCCCCCC)CC(=O)O,,
tP3HOD,3-Hydroxyoctadecanoate,O[C@H](CCCCCCCCCCCCCCC)CC(=O)O,[C@H](CCCCCCCCCCCCCCC)CC(=O)O,,
hP3H5HxE,3-Hydroxy-5-hexenoate,O[C@H](CC=C)CC(=O)O,[C@H](CC=C)CC(=O)O,,
mP3H5HxE,3-Hydroxy-5-hexenoate,O[C@H](CC=C)CC(=O)O,[C@H](CC=C)CC(=O)O,,
tP3H5HxE,3-Hydroxy-5-hexenoate,O[C@H](CC=C)CC(=O)O,[C@H](CC=C)CC(=O)O,,
hP3H6HpE,3-Hydroxy-6-heptenoate,O[C@H](CCC=C)CC(=O)O,[C@H](CCC=C)CC(=O)O,,
mP3H6HpE,3-Hydroxy-6-heptenoate,O[C@H](CCC=C)CC(=O)O,[C@H](CCC=C)CC(=O)O,,
tP3H6HpE,3-Hydroxy-6-heptenoate,O[C@H](CCC=C)CC(=O)O,[C@H](CCC=C)CC(=O)O,,
hP3H7OE,3-Hydroxy-7-octenoate,O[C@H](CCCC=C)CC(=O)O,[C@H](CCCC=C)CC(=O)O,,
mP3H7OE,3-Hydroxy-7-octenoate,O[C@H](CCCC=C)CC(=O)O,[C@H](CCCC=C)CC(=O)O,,
tP3H7OE,3-Hydroxy-7-octenoate,O[C@H](CCCC=C)CC(=O)O,[C@H](CCCC=C)CC(=O)O,,
hP3H8NE,3-Hydroxy-8-nonenoate,O[C@H](CCCCC=C)CC(=O)O,[C@H](CCCCC=C)CC(=O)O,,
mP3H8NE,3-Hydroxy-8-nonenoate,O[C@H](CCCCC=C)CC(=O)O,[C@H](CCCCC=C)CC(=O)O,,
tP3H8NE,3-Hydroxy-8-nonenoate,O[C@H](CCCCC=C)CC(=O)O,[C@H](CCCCC=C)CC(=O)O,,
hP3H9DE,3-Hydroxy-9-decenoate,O[C@H](CCCCCC=C)CC(=O)O,[C@H](CCCCCC=C)CC(=O)O,,
mP3H9DE,3-Hydroxy-9-decenoate,O[C@H](CCCCCC=C)CC(=O)O,[C@H](CCCCCC=C)CC(=O)O,,
tP3H9DE,3-Hydroxy-9-decenoate,O[C@H](CCCCCC=C)CC(=O)O,[C@H](CCCCCC=C)CC(=O)O,,
hP3H11DdE,3-Hydroxy-11-dodecenoate,O[C@H](CCCCCCCC=C)CC(=O)O,[C@H](CCCCCCCC=C)CC(=O)O,,
mP3H11DdE,3-Hydroxy-11-dodecenoate,O[C@H](CCCCCCCC=C)CC(=O)O,[C@H](CCCCCCCC=C)CC(=O)O,,
tP3H11DdE,3-Hydroxy-11-dodecenoate,O[C@H](CCCCCCCC=C)CC(=O)O,[C@H](CCCCCCCC=C)CC(=O)O,,
hP3H3PhP,3-Hydroxy-3-phenylpropionate,O[C@@H](C1=CC=CC=C1)CC(=O)O,[C@@H](C1=CC=CC=C1)CC(=O)O,,y
mP3H3PhP,3-Hydroxy-3-phenylpropionate,O[C@@H](C1=CC=CC=C1)CC(=O)O,[C@@H](C1=CC=CC=C1)CC(=O)O,,y
tP3H3PhP,3-Hydroxy-3-phenylpropionate,O[C@@H](C1=CC=CC=C1)CC(=O)O,[C@@H](C1=CC=CC=C1)CC(=O)O,,y
hP3H4PhB,3-Hydroxy-4-phenylbutyrate,O[C@H](CC1=CC=CC=C1)CC(=O)O,[C@H](CC1=CC=CC=C1)CC(=O)O,,y
mP3H4PhB,3-Hydroxy-4-phenylbutyrate,O[C@H](CC1=CC=CC=C1)CC(=O)O,[C@H](CC1=CC=CC=C1)CC(=O)O,,y
tP3H4PhB,3-Hydroxy-4-phenylbutyrate,O[C@H](CC1=CC=CC=C1)CC(=O)O,[C@H](CC1=CC=CC=C1)CC(=O)O,,y
hP3H5PhV,3-Hydroxy-5-phenylvalerate,O[C@H](CCC1=CC=CC=C1)CC(=O)O,[C@H](CCC1=CC=CC=C1)CC(=O)O,,y
mP3H5PhV,3-Hydroxy-5-phenylvalerate,O[C@H](CCC1=CC=CC=C1)CC(=O)O,[C@H](CCC1=CC=CC=C1)CC(=O)O,,y
tP3H5PhV,3-Hydroxy-5-phenylvalerate,O[C@H](CCC1=CC=CC=C1)CC(=O)O,[C@H](CCC1=CC=CC=C1)CC(=O)O,,y
hP3H6PhHX,3-Hydroxy-6-phenylhexanoate,O[C@H](CCCC1=CC=CC=C1)CC(=O)O,[C@H](CCCC1=CC=CC=C1)CC(=O)O,,y
mP3H6PhHX,3-Hydroxy-6-phenylhexanoate,O[C@H](CCCC1=CC=CC=C1)CC(=O)O,[C@H](CCCC1=CC=CC=C1)CC(=O)O,,y
tP3H6PhHX,3-Hydroxy-6-phenylhexanoate,O[C@H](CCCC1=CC=CC=C1)CC(=O)O,[C@H](CCCC1=CC=CC=C1)CC(=O)O,,y
hP3H7PhHP,3-Hydroxy-7-phenylheptanoate,O[C@H](CCCCC1=CC=CC=C1)CC(=O)O,[C@H](CCCCC1=CC=CC=C1)CC(=O)O,,y
mP3H7PhHP,3-Hydroxy-7-phenylheptanoate,O[C@H](CCCCC1=CC=CC=C1)CC(=O)O,[C@H](CCCCC1=CC=CC=C1)CC(=O)O,,y
tP3H7PhHP,3-Hydroxy-7-phenylheptanoate,O[C@H](CCCCC1=CC=CC=C1)CC(=O)O,[C@H](CCCCC1=CC=CC=C1)CC(=O)O,,y
hP3H8PhO,3-Hydroxy-8-phenyloctanoate,O[C@H](CCCCCC1=CC=CC=C1)CC(=O)O,[C@H](CCCCCC1=CC=CC=C1)CC(=O)O,,y
mP3H8PhO,3-Hydroxy-8-phenyloctanoate,O[C@H](CCCCCC1=CC=CC=C1)CC(=O)O,[C@H](CCCCCC1=CC=CC=C1)CC(=O)O,,y
tP3H8PhO,3-Hydroxy-8-phenyloctanoate,O[C@H](CCCCCC1=CC=CC=C1)CC(=O)O,[C@H](CCCCCC1=CC=CC=C1)CC(=O)O,,y
hP3H4PxB,3-Hydroxy-4-phenoxybutyrate,O[C@@H](COC1=CC=CC=C1)CC(=O)O,[C@@H](COC1=CC=CC=C1)CC(=O)O,,
mP3H4PxB,3-Hydroxy-4-phenoxybutyrate,O[C@@H](COC1=CC=CC=C1)CC(=O)O,[C@@H](COC1=CC=CC=C1)CC(=O)O,,
tP3H4PxB,3-Hydroxy-4-phenoxybutyrate,O[C@@H](COC1=CC=CC=C1)CC(=O)O,[C@@H](COC1=CC=CC=C1)CC(=O)O,,
hP3H5PxV,3-Hydroxy-5-phenoxyvalerate,O[C@H](CCOC1=CC=CC=C1)CC(=O)O,[C@H](CCOC1=CC=CC=C1)CC(=O)O,,y
mP3H5PxV,3-Hydroxy-5-phenoxyvalerate,O[C@H](CCOC1=CC=CC=C1)CC(=O)O,[C@H](CCOC1=CC=CC=C1)CC(=O)O,,y
tP3H5PxV,3-Hydroxy-5-phenoxyvalerate,O[C@H](CCOC1=CC=CC=C1)CC(=O)O,[C@H](CCOC1=CC=CC=C1)CC(=O)O,,y
hP3H6PhHx,3-Hydroxy-6-phenoxyhexanoate,O[C@H](CCCOC1=CC=CC=C1)CC(=O)O,[C@H](CCCOC1=CC=CC=C1)CC(=O)O,,
mP3H6PhHx,3-Hydroxy-6-phenoxyhexanoate,O[C@H](CCCOC1=CC=CC=C1)CC(=O)O,[C@H](CCCOC1=CC=CC=C1)CC(=O)O,,
tP3H6PhHx,3-Hydroxy-6-phenoxyhexanoate,O[C@H](CCCOC1=CC=CC=C1)CC(=O)O,[C@H](CCCOC1=CC=CC=C1)CC(=O)O,,
hP3H7PxHp,3-Hydroxy-7-phenoxyheptanoate,O[C@H](CCCCOC1=CC=CC=C1)CC(=O)O,[C@H](CCCCOC1=CC=CC=C1)CC(=O)O,,
mP3H7PxHp,3-Hydroxy-7-phenoxyheptanoate,O[C@H](CCCCOC1=CC=CC=C1)CC(=O)O,[C@H](CCCCOC1=CC=CC=C1)CC(=O)O,,
tP3H7PxHp,3-Hydroxy-7-phenoxyheptanoate,O[C@H](CCCCOC1=CC=CC=C1)CC(=O)O,[C@H](CCCCOC1=CC=CC=C1)CC(=O)O,,
hP3H8PxO,3-Hydroxy-8-phenoxyoctanoate,O[C@H](CCCCCOC1=CC=CC=C1)CC(=O)O,[C@H](CCCCCOC1=CC=CC=C1)CC(=O)O,,
mP3H8PxO,3-Hydroxy-8-phenoxyoctanoate,O[C@H](CCCCCOC1=CC=CC=C1)CC(=O)O,[C@H](CCCCCOC1=CC=CC=C1)CC(=O)O,,
tP3H8PxO,3-Hydroxy-8-phenoxyoctanoate,O[C@H](CCCCCOC1=CC=CC=C1)CC(=O)O,[C@H](CCCCCOC1=CC=CC=C1)CC(=O)O,,
hP3H4pMPxPb,3-Hydroxy-4-(4-methylphenoxy)butyrate,O[C@@H](COC1=CC=C(C)C=C1)CC(=O)O,[C@@H](COC1=CC=C(C)C=C1)CC(=O)O,,y
mP3H4pMPxPb,3-Hydroxy-4-(4-methylphenoxy)butyrate,O[C@@H](COC1=CC=C(C)C=C1)CC(=O)O,[C@@H](COC1=CC=C(C)C=C1)CC(=O)O,,y
tP3H4pMPxPb,3-Hydroxy-4-(4-methylphenoxy)butyrate,O[C@@H](COC1=CC=C(C)C=C1)CC(=O)O,[C@@H](COC1=CC=C(C)C=C1)CC(=O)O,,y
hP3H4mMPxPb,3-Hydroxy-4-(3-methylphenoxy)butyrate,O[C@@H](COC1=CC(C)=CC=C1)CC(=O)O,[C@@H](COC1=CC(C)=CC=C1)CC(=O)O,,y
mP3H4mMPxPb,3-Hydroxy-4-(3-methylphenoxy)butyrate,O[C@@H](COC1=CC(C)=CC=C1)CC(=O)O,[C@@H](COC1=CC(C)=CC=C1)CC(=O)O,,y
tP3H4mMPxPb,3-Hydroxy-4-(3-methylphenoxy)butyrate,O[C@@H](COC1=CC(C)=CC=C1)CC(=O)O,[C@@H](COC1=CC(C)=CC=C1)CC(=O)O,,y
hP3H5pMePxV,3-Hydroxy-5-(4-methylphenoxy)valerate,O[C@H](CCOC1=CC=C(C)C=C1)CC(=O)O,[C@H](CCOC1=CC=C(C)C=C1)CC(=O)O,,y
mP3H5pMePxV,3-Hydroxy-5-(4-methylphenoxy)valerate,O[C@H](CCOC1=CC=C(C)C=C1)CC(=O)O,[C@H](CCOC1=CC=C(C)C=C1)CC(=O)O,,y
tP3H5pMePxV,3-Hydroxy-5-(4-methylphenoxy)valerate,O[C@H](CCOC1=CC=C(C)C=C1)CC(=O)O,[C@H](CCOC1=CC=C(C)C=C1)CC(=O)O,,y
hP3H5mMePxV,3-Hydroxy-5-(3-methylphenoxy)valerate,O[C@H](CCOC1=CC(C)=CC=C1)CC(=O)O,[C@H](CCOC1=CC(C)=CC=C1)CC(=O)O,,y
